id,77ae5656e1b3992e8fbea4290e0b5b63,510e38e2ac64f3d36b3629eb9fcbb5f1,6d213e72169e53e08a512889e76f5a2b,076d60d6c268c2ef2320425f343234f7,1455f186d12ad849ef19e9496582e375,3103aaf2a3628d77f7a21308adf849a6,9acc4eb917299988d4d91c17db2d57aa,3a3a4c004552cd5c39a1d15896d158ea,57723724d44f911a548f4eccbcb22e70
id,รหัสเกษตร,รหัสแปลง,หมู่บ้าน,ลำดับแปลง,รายการแปลง,"ชนิดกาแฟ GI,Non-GI",รายละเอียดแปลง,มาตราฐานฟาร์ม,เจ้าหน้าที่ส่งเสริม
6c4552498c0dafb66c3bb20e8451e72f,1070241,1070241-P00199-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070241-P00199-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 0 , งาน: 3 , ตารางวา: 9 , จำนวนต้นกาแฟ: 300",ไม่ใช่,ไม่ระบุ
825da472a377fbb1e8b432b914f2ea9e,1070250,1070250-P00200-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070250-P00200-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 2 , งาน: 0 , ตารางวา: 2 , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
49802ee208182d4e0f0686a2b1baae66,1070250,1070250-P00201-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070250-P00201-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 7 , งาน: 1 , ตารางวา: 64 , จำนวนต้นกาแฟ: 2800",ไม่ใช่,ไม่ระบุ
20979af2cbe0b8ab773c625e28922cdf,1070250,1070250-P00202-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070250-P00202-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: นสร.2 , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 2 , งาน: 0 , ตารางวา: 0 , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
0a4a38fdd31caea53df3d6685e194417,1070252,1070252-P00203-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070252-P00203-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 4 , งาน: 3 , ตารางวา: 21 , จำนวนต้นกาแฟ: 1600",ไม่ใช่,ไม่ระบุ
92158316e119ae5c09577fcdf81bc9c0,1070267,1070267-P00204-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070267-P00204-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 3 , งาน: 2 , ตารางวา: 69 , จำนวนต้นกาแฟ: 1200",ไม่ใช่,ไม่ระบุ
cdf95b54404ea355f62efff689947f90,1070267,1070267-P00205-นวุติไซต์1,นวุติไซต์1,1,"1070267-P00205-นวุติไซต์1-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: นวุติ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 4200",ไม่ใช่,ไม่ระบุ
ff757ffa1a247e22eae61f9062f4d135,1070274,1070274-P00206-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070274-P00206-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 14 , งาน: 3 , ตารางวา: 0 , จำนวนต้นกาแฟ: 5000",ไม่ใช่,ไม่ระบุ
ee93f1b96988c111c5b0482392cc0c14,1070274,1070274-P00207-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070274-P00207-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 5 , งาน: 0 , ตารางวา: 19 , จำนวนต้นกาแฟ: 2000",ไม่ใช่,ไม่ระบุ
7e103ffddf581dc2ed124f16e6ec4e06,1070289,1070289-P00208-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070289-P00208-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 7 , งาน: 0 , ตารางวา: 89 , จำนวนต้นกาแฟ: 2800",ไม่ใช่,ไม่ระบุ
8b7edeb2536ba13a22fa722772875f46,1070289,1070289-P00209-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070289-P00209-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 1 , งาน: 3 , ตารางวา: 70 , จำนวนต้นกาแฟ: 500",ไม่ใช่,ไม่ระบุ
7d3e9a7b64cbb54e379c93a5f7075439,1070290,1070290-P00210-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070290-P00210-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 7 , งาน: 0 , ตารางวา: 89 , จำนวนต้นกาแฟ: 2800",ไม่ใช่,ไม่ระบุ
d5f4eb346c0310ab2e4a726987cfdca2,1070292,1070292-P00211-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070292-P00211-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: ไม่ระบุ",ไม่ใช่,ไม่ระบุ
c72bb12ca1424ea40bfdf9ac9ab3cd15,1070295,1070295-P00212-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070295-P00212-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 1 , งาน: 0 , ตารางวา: 33 , จำนวนต้นกาแฟ: 400",ไม่ใช่,ไม่ระบุ
dea64579d4a5d1c3822ea26fc8b71ed3,1070297,1070297-P00213-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070297-P00213-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 15 , งาน: 0 , ตารางวา: 61 , จำนวนต้นกาแฟ: 600",ไม่ใช่,ไม่ระบุ
2c3b456dde97adc6f1465dbe72fa458e,1070300,1070300-P00214-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070300-P00214-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 8 , งาน: 0 , ตารางวา: 86 , จำนวนต้นกาแฟ: 3000",ไม่ใช่,ไม่ระบุ
7b4f338139b8fd3771ae919ab076ff23,1070300,1070300-P00215-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070300-P00215-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: ไม่ระบุ",ไม่ใช่,ไม่ระบุ
c77122133ea70e639ca60874ebb36d20,1070305,1070305-P00216-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070305-P00216-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 2 , งาน: 3 , ตารางวา: 58 , จำนวนต้นกาแฟ: 700",ไม่ใช่,ไม่ระบุ
f6961754a5fe80f12966cf40ea82a45d,1070305,1070305-P00217-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070305-P00217-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 2 , งาน: 2 , ตารางวา: 91 , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
24693ee2cd850323b8d10b2c318d3502,1070305,1070305-P00218-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070305-P00218-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 2 , งาน: 2 , ตารางวา: 19 , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
b02da5229e81b493c9b475c69217c856,1070309,1070309-P00219-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070309-P00219-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 4 , งาน: 0 , ตารางวา: 10 , จำนวนต้นกาแฟ: 1500",ไม่ใช่,ไม่ระบุ
2f5a132fa534726ad555985ecce9eeac,1070309,1070309-P00220-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070309-P00220-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 2 , งาน: 1 , ตารางวา: 53 , จำนวนต้นกาแฟ: 500",ไม่ใช่,ไม่ระบุ
7dc2a1203a840811a8e6e28bdc09db86,1070312,1070312-P00221-นวุติไซต์1,นวุติไซต์1,1,"1070312-P00221-นวุติไซต์1-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: นวุติ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 3900",ไม่ใช่,ไม่ระบุ
5f1d179bb238f45333424d0ca7aa2aae,1070318,1070318-P00222-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070318-P00222-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: ไม่ระบุ",ไม่ใช่,ไม่ระบุ
adf8835199b872bc85124adfeefbba2f,1070322,1070322-P00223-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070322-P00223-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 4 , งาน: 0 , ตารางวา: 86 , จำนวนต้นกาแฟ: 1600",ไม่ใช่,ไม่ระบุ
f74c4ad36e726f06ebdcf5932589ef1c,1070322,1070322-P00224-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070322-P00224-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 3 , งาน: 1 , ตารางวา: 80 , จำนวนต้นกาแฟ: 1200",ไม่ใช่,ไม่ระบุ
a41696e7f79bd6c70b780d5b74642f72,1070322,1070322-P00225-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070322-P00225-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 7 , งาน: 0 , ตารางวา: 35 , จำนวนต้นกาแฟ: 3000",ไม่ใช่,ไม่ระบุ
485204c440691fead999e31693ef9882,1070328,1070328-P00226-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070328-P00226-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 6 , งาน: 0 , ตารางวา: 9 , จำนวนต้นกาแฟ: ไม่ระบุ",ไม่ใช่,ไม่ระบุ
2a8c17de2a939df1d7ebc8b0a6023f20,1070334,1070334-P00227-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070334-P00227-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 15 , งาน: 2 , ตารางวา: 99 , จำนวนต้นกาแฟ: 5000",ไม่ใช่,ไม่ระบุ
9f414c312159926423520896a6965fa1,1070336,1070336-P00228-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070336-P00228-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: ไม่ระบุ",ไม่ใช่,ไม่ระบุ
5f8a446bb18bb0268b47882fdf497028,1070343,1070343-P00229-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070343-P00229-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 2 , งาน: 3 , ตารางวา: 29 , จำนวนต้นกาแฟ: 1000",ไม่ใช่,ไม่ระบุ
4b8d4af5ab0b7496984d64a068548410,1070343,1070343-P00230-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070343-P00230-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 0 , งาน: 1 , ตารางวา: 90 , จำนวนต้นกาแฟ: 200",ไม่ใช่,ไม่ระบุ
3af47167fba080a6bf6b0bfe6a87b168,1070349,1070349-P00231-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070349-P00231-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 8 , งาน: 3 , ตารางวา: 5 , จำนวนต้นกาแฟ: 3000",ไม่ใช่,ไม่ระบุ
76edd65fcf2e65d6208664d7f0ca7bf1,1070349,1070349-P00232-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070349-P00232-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 2 , งาน: 2 , ตารางวา: 8 , จำนวนต้นกาแฟ: 500",ไม่ใช่,ไม่ระบุ
0b56565f1cc77ad5dd4c6227fa1239ca,1070349,1070349-P00233-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070349-P00233-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 7 , งาน: 1 , ตารางวา: 0 , จำนวนต้นกาแฟ: 0",ไม่ใช่,ไม่ระบุ
5f423e049708aab5537beead6ad3cf14,1070358,1070358-P00234-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070358-P00234-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 5 , งาน: 1 , ตารางวา: 3 , จำนวนต้นกาแฟ: 2000",ไม่ใช่,ไม่ระบุ
a0176612810fcb7d035dbc4c12c2ebc9,1070358,1070358-P00235-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070358-P00235-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 12 , งาน: 2 , ตารางวา: 40 , จำนวนต้นกาแฟ: 4500",ไม่ใช่,ไม่ระบุ
659e9b613623bc99b092fcbc45b4e6a9,1070363,1070363-P00236-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070363-P00236-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 6 , งาน: 2 , ตารางวา: 7 , จำนวนต้นกาแฟ: 2400",ไม่ใช่,ไม่ระบุ
a47086c8576bdd215228498a676e01e7,1070363,1070363-P00237-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070363-P00237-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 9 , งาน: 2 , ตารางวา: 50 , จำนวนต้นกาแฟ: 2000",ไม่ใช่,ไม่ระบุ
953b7f5600d82e4c53a8863e00a858f5,1070370,1070370-P00238-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070370-P00238-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 0 , งาน: 3 , ตารางวา: 63 , จำนวนต้นกาแฟ: 300",ไม่ใช่,ไม่ระบุ
bab930b6a5c8b95903fbaa1a78d67df6,1070370,1070370-P00239-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070370-P00239-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 1 , งาน: 0 , ตารางวา: 86 , จำนวนต้นกาแฟ: 400",ไม่ใช่,ไม่ระบุ
bd9452e32463009d0e58e186c5ca8164,1070370,1070370-P00240-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070370-P00240-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 2 , งาน: 1 , ตารางวา: 86 , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
057277a1515b860791f93523615ee5d4,1070370,1070370-P00241-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070370-P00241-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 2 , งาน: 0 , ตารางวา: 7 , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
f2f15ae393ce90af710295ed30eb90d2,1070374,1070374-P00242-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070374-P00242-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 1 , งาน: 1 , ตารางวา: 8 , จำนวนต้นกาแฟ: 400",ไม่ใช่,ไม่ระบุ
f5ba432e15ec7e3392fff1520c26f54f,1070374,1070374-P00243-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070374-P00243-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 8 , งาน: 1 , ตารางวา: 76 , จำนวนต้นกาแฟ: 1600",ไม่ใช่,ไม่ระบุ
60ac76eeddb1aff1349968dc5a6b6a56,1070374,1070374-P00244-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070374-P00244-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 1 , งาน: 3 , ตารางวา: 31 , จำนวนต้นกาแฟ: 600",ไม่ใช่,ไม่ระบุ
2cc000ddc6b046f69169d20be1b8344d,1070389,1070389-P00245-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070389-P00245-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 2 , งาน: 6 , ตารางวา: 41 , จำนวนต้นกาแฟ: 1000",ไม่ใช่,ไม่ระบุ
158bd0e91b2fd44314ad2235afaf2224,1070389,1070389-P00246-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070389-P00246-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 3 , งาน: 0 , ตารางวา: 89 , จำนวนต้นกาแฟ: 1100",ไม่ใช่,ไม่ระบุ
1aada7d69bb6e22f715e548478067a55,1070393,1070393-P00247-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070393-P00247-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 4 , งาน: 3 , ตารางวา: 27 , จำนวนต้นกาแฟ: 1600",ไม่ใช่,ไม่ระบุ
ae2e87b006748276c3bc0ed6425adec5,1070393,1070393-P00248-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070393-P00248-อาข่าป่ากล้วย-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: 2 , งาน: 2 , ตารางวา: 76 , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
bb204a62ade5237ccb807f6e0c428cbe,1070393,1070393-P00249-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070393-P00249-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 7 , งาน: 3 , ตารางวา: 33 , จำนวนต้นกาแฟ: 2000",ไม่ใช่,ไม่ระบุ
c023ab8a46a5bd13f7101398844e71c1,1070393,1070393-P00250-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070393-P00250-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 2 , งาน: 1 , ตารางวา: 7 , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
7a96c5560cd656accd866e5f3e4f76a0,1070396,1070396-P00251-นวุติไซต์2,นวุติไซต์2,1,"1070396-P00251-นวุติไซต์2-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: นวุติ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 2400",ไม่ใช่,ไม่ระบุ
a86c23bf526d8ce306b92ec47d725b79,1070402,1070402-P00252-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070402-P00252-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: ไม่ระบุ",ไม่ใช่,ไม่ระบุ
f7c60fccbbd38ef3f11969ed0fc9142c,1070409,1070409-P00253-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070409-P00253-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 7 , งาน: 1 , ตารางวา: 37 , จำนวนต้นกาแฟ: 2500",ไม่ใช่,ไม่ระบุ
badfb241803b964f31686e7f78828049,1070409,1070409-P00254-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1070409-P00254-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ใต้ป่า , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: 1 , งาน: 2 , ตารางวา: 81 , จำนวนต้นกาแฟ: 400",ไม่ใช่,ไม่ระบุ
